date,Vancouver,Victoria,Whitehorse
2018-12-12,5.25,3.95,-6.5
2018-12-11,7.95,7.8,-1.4
2018-12-10,7.55,6.25,-0.15
2018-12-09,4.95,4.65,1.3
2018-12-08,3.5,2.8,-0.8
2018-12-07,-0.55,0,-3
2018-12-06,-0.2,0.25,-5.15
2018-12-05,0.44,2.5,-6.7
2018-12-04,-0.05,1.1,-9.39
2018-12-03,1.95,2.34,-8.85
2018-12-02,2.95,4.1,-10
2018-12-01,5.4,6.25,-10.45
2018-11-30,7.6,5.7,-6.55
2018-11-29,7.05,7.44,-4.05
2018-11-28,8.69,8.44,-3.25
2018-11-27,11.6,11.4,0.14
2018-11-26,9.15,8.35,1.85
2018-11-25,6.65,6.55,-1.8
2018-11-24,6.7,4.45,-5.5
2018-11-23,7.45,5.9,-5.9
2018-11-22,8.55,7.65,-5.5
2018-11-21,8.39,6.85,-3.3
2018-11-20,4.65,3.8,1.7
2018-11-19,3.64,4.15,4.2
2018-11-18,2.85,4.55,-2.29
2018-11-17,4.05,5.55,-2.75
2018-11-16,7.35,8.65,-11.25
2018-11-15,9.3,8.8,-7.15
2018-11-14,10.7,10.45,-2.35
2018-11-13,6.3,5.05,1.8
2018-11-12,4.65,6.1,3.9
2018-11-11,4,5.05,0.6
2018-11-10,5.94,6.3,-5.5
2018-11-09,5.25,5,-3.95
2018-11-08,5.75,5.1,-5.85
2018-11-07,6.19,6.65,-9.94
2018-11-06,8.75,8.35,-16.35
2018-11-05,9.15,10.7,-12.95
2018-11-04,10.45,11.4,-9.64
2018-11-03,10.75,12.5,-14.6
2018-11-02,11.9,14.45,-14.85
2018-11-01,12.55,13.15,-12.05
2018-10-31,10.05,11.3,-6.5
2018-10-30,9.85,8.1,-0.5
2018-10-29,9.05,7.8,-1.6
2018-10-28,11.45,11.2,-3.7
2018-10-27,9.44,7.1,2.95
2018-10-26,13.05,13.2,2.34
2018-10-25,12.25,11.3,5.15
2018-10-24,11.75,9.55,4
2018-10-23,8.1,6.95,5.65
2018-10-22,7.35,8.65,3.65
2018-10-21,9,10.6,5.4
2018-10-20,8.25,8.6,6.6
2018-10-19,9.65,8.89,5.15
2018-10-18,9.69,10.19,5.7
2018-10-17,9.2,11.64,5.69
2018-10-16,8.95,11.45,8.1
2018-10-15,8.3,9.64,7.9
2018-10-14,8.15,9.1,4.9
2018-10-13,9.05,12,5.55
2018-10-12,9.94,9.5,1.49
2018-10-11,9.44,9.4,2.4
2018-10-10,10.19,10.85,-1.85
2018-10-09,10.19,13.25,-2.45
2018-10-08,11.05,10.95,0.34
2018-10-07,11,9.44,1.25
2018-10-06,10.6,10.05,2.54
2018-10-05,9.8,8.05,2.9
2018-10-04,7.45,8.05,1.25
2018-10-03,6,7.5,0.45
2018-10-02,10.3,11.5,2.49
2018-10-01,15.25,14,3.7
2018-09-30,13.2,13.15,2.15
2018-09-29,12.75,15.05,2.64
2018-09-28,14.8,17.85,4.65
2018-09-27,13.05,14.4,2.9
2018-09-26,12.2,12.15,4.19
2018-09-25,11.45,13.25,7.4
2018-09-24,12.35,12.64,8.4
2018-09-23,12.6,12,9.6
2018-09-22,15.6,15.8,5.9
2018-09-21,13.95,14.65,4.09
2018-09-20,12.95,12.2,4.5
2018-09-19,13.6,11.45,4.94
2018-09-18,11.55,11.45,3.5
2018-09-17,13.55,10.85,2.6
2018-09-16,14.35,13,3.05
2018-09-15,14.5,13.45,3.8
2018-09-14,15.25,11.95,6.8
2018-09-13,15.15,14.3,8.94
2018-09-12,15.5,14.1,6.44
2018-09-11,15.7,15,7.7
2018-09-10,14.75,15.65,9.19
2018-09-09,15.15,14.3,8.75
2018-09-08,16.6,15.05,9.25
2018-09-07,17.04,16.25,5.44
2018-09-06,19.45,16.39,8.5
2018-09-05,15.7,16.7,8.25
2018-09-04,15,16.25,9
2018-09-03,15.9,15.45,12.95
2018-09-02,16.04,14.89,7.35
2018-09-01,15.95,15.95,7.15
2018-08-31,17.2,17.3,9.1
2018-08-30,17.85,16.3,10.35
2018-08-29,18.14,16.64,11.75
2018-08-28,16.39,16.1,13.05
2018-08-27,15.75,16.75,15.2
2018-08-26,16.35,14.75,10.6
2018-08-25,14.5,12.9,11.45
2018-08-24,16,16,12.6
2018-08-23,17,15,12.6
2018-08-22,17.75,17.3,14.14
2018-08-21,19.7,20.39,18.75
2018-08-20,18.25,22.2,15.64
2018-08-19,16.7,17.5,12.05
2018-08-18,16.6,16.2,11.05
2018-08-17,16.7,14.9,10.65
2018-08-16,18.35,15.3,12.89
2018-08-15,19.35,18.45,10.65
2018-08-14,18.85,18.95,15.45
2018-08-13,17.45,17.89,16.25
2018-08-12,18.29,16.6,15.85
2018-08-11,19.35,18.39,11.6
2018-08-10,22.65,18.14,10.95
2018-08-09,22.5,17.7,12.5
2018-08-08,22.65,22,12.6
2018-08-07,20.95,21.05,14
2018-08-06,20.65,18.3,17.35
2018-08-05,20.39,18.14,19.75
2018-08-04,18.2,17.89,19
2018-08-03,19.14,16.25,16.75
2018-08-02,18.14,17.39,18.25
2018-08-01,18.8,16.8,21.8
2018-07-31,21,17.3,20.8
2018-07-30,22.5,19.6,20.35
2018-07-29,21.65,20.14,18.95
2018-07-28,20.7,17,19.5
2018-07-27,20.75,18.45,21.45
2018-07-26,21,19.8,21.45
2018-07-25,21.2,19.35,19.1
2018-07-24,19.89,19.29,19.6
2018-07-23,19.95,20.39,20.2
2018-07-22,18.3,20.3,18.5
2018-07-21,16.89,16.5,16.55
2018-07-20,16.39,15.7,16.14
2018-07-19,17.39,16.14,14.14
2018-07-18,19.14,17.05,11.6
2018-07-17,21.9,19.25,10.85
2018-07-16,20.39,20.2,13.25
2018-07-15,19.35,21.4,11
2018-07-14,19.2,22.2,13.55
2018-07-13,19.75,18.1,14.9
2018-07-12,19.05,18.55,9.69
2018-07-11,17.6,18.2,13.65
2018-07-10,17.6,17.85,14.4
2018-07-09,17.8,16.75,15.5
2018-07-08,17.14,17.95,17.35
2018-07-07,18.75,16.54,16.45
2018-07-06,20.05,17.79,15.1
2018-07-05,20.45,22.1,18
2018-07-04,17.7,18.55,16.95
2018-07-03,14.8,14.45,16.45
2018-07-02,16.39,15.25,14.6
2018-07-01,17.25,17.89,11.6
2018-06-30,16.05,15.6,11.75
2018-06-29,15.65,14.3,12.95
2018-06-28,17.04,15.45,12.1
2018-06-27,15.95,14.7,13.3
2018-06-26,16.7,15,12.35
2018-06-25,16,15.7,12.7
2018-06-24,17.79,15.4,12.2
2018-06-23,17.25,17.1,14.2
2018-06-22,16.39,15.25,17
2018-06-21,18,15.89,19.45
2018-06-20,20.55,18.25,21.1
2018-06-19,19.95,16.75,20.25
2018-06-18,20.55,20.8,18.14
2018-06-17,17.7,20.65,15.65
2018-06-16,18.3,20.65,13.55
2018-06-15,16.39,15.9,12.2
2018-06-14,16.25,13.45,9
2018-06-13,14.65,15.55,10.65
2018-06-12,12.75,11.85,11.14
2018-06-11,13.6,12.25,11.25
2018-06-10,13.2,11.7,8.35
2018-06-09,12.5,11.15,8.19
2018-06-08,13.3,12.85,8.75
2018-06-07,14.3,14.95,10.15
2018-06-06,14.7,13.6,9.7
2018-06-05,13.85,13.8,11.4
2018-06-04,13.95,11.75,10.6
2018-06-03,13.7,14.75,11.65
2018-06-02,16.5,15.85,7.55
2018-06-01,13.85,10.39,9
2018-05-31,14.45,14.64,8.15
2018-05-30,13.75,11.75,8.19
2018-05-29,14.4,12.75,8.35
2018-05-28,16.14,17.1,5.2
2018-05-27,16.5,17.39,7.15
2018-05-26,14.85,16,6.3
2018-05-25,14.95,14.35,8.1
2018-05-24,16.5,15.1,9.19
2018-05-23,16.25,16.2,9.55
2018-05-22,14.75,16.1,9.3
2018-05-21,15.64,14.5,10.55
2018-05-20,16.35,15.05,9.15
2018-05-19,16.1,14.1,14.25
2018-05-18,15.9,12.9,12.05
2018-05-17,15,12.25,10.1
2018-05-16,15.85,13.65,7.6
2018-05-15,17.64,14.9,6.4
2018-05-14,18.05,16.89,8.15
2018-05-13,17.1,17.05,7.7
2018-05-12,13.2,15.35,8.44
2018-05-11,13,13.25,11.3
2018-05-10,12.1,11.95,11
2018-05-09,15.15,14.5,11.55
2018-05-08,13.5,14.85,8.44
2018-05-07,15.45,13.6,7.9
2018-05-06,15.39,16.2,9.44
2018-05-05,11.89,12.65,10.05
2018-05-04,12.1,10.1,6.3
2018-05-03,15.05,12.2,2.05
2018-05-02,11.64,11.85,4.3
2018-05-01,10.65,12.2,6.3
2018-04-30,11.85,11.3,5.1
2018-04-29,10.89,10.19,3.05
2018-04-28,11.2,10.9,2.34
2018-04-27,12.55,13.5,2.75
2018-04-26,11.55,15.65,5.15
2018-04-25,12.05,14.1,5.95
2018-04-24,9.69,12.2,4.05
2018-04-23,9.5,10.35,4.9
2018-04-22,7.7,8.35,1.7
2018-04-21,10.19,10.15,-0.6
2018-04-20,10.75,9,1.8
2018-04-19,7.2,7.35,2.95
2018-04-18,8.1,8.4,-2.75
2018-04-17,9.19,8.6,-6.45
2018-04-16,7.95,7.55,-7.15
2018-04-15,8.1,7.5,-1.35
2018-04-14,9,7.6,1.85
2018-04-13,8.25,9.8,2.4
2018-04-12,7.65,6.6,1
2018-04-11,8,8.35,3.05
2018-04-10,9.4,11.1,1.95
2018-04-09,10.19,10.19,4.75
2018-04-08,10.05,10.35,0.09
2018-04-07,10.7,10.95,1
2018-04-06,11.7,10.55,-4.2
2018-04-05,8.15,7.55,-8.6
2018-04-04,6.6,5.6,-9.8
2018-04-03,6.9,6.5,-9.75
2018-04-02,4.85,5.45,-7.1
2018-04-01,6.8,6.35,-10.65
2018-03-31,6.55,7.44,-10.75
2018-03-30,10.14,10.64,-5.85
2018-03-29,7.25,7.5,-6.4
2018-03-28,8.1,8.19,-6.4
2018-03-27,10.4,11.7,-8.05
2018-03-26,6.6,7.44,-17.89
2018-03-25,4.95,4.5,-18
2018-03-24,5.55,5.9,-15.14
2018-03-23,5.7,5.5,-9
2018-03-22,6.05,6.25,-8
2018-03-21,6.35,6.55,-7.6
2018-03-20,7.55,6.35,-2.95
2018-03-19,6.6,6.3,-2.04
2018-03-18,6.15,6.6,1.2
2018-03-17,6.05,5.15,-1.1
2018-03-16,5.5,5.95,1.25
2018-03-15,5.35,6.05,1.59
2018-03-14,8.75,7.75,3.89
2018-03-13,7.65,7.8,5.6
2018-03-12,6.95,9.3,0.04
2018-03-11,4.84,7.05,-0.14
2018-03-10,3.45,4.75,-6.69
2018-03-09,6.25,5.05,-3.9
2018-03-08,6.15,6.6,-9.4
2018-03-07,2.6,3.05,-8.35
2018-03-06,4.55,5.25,-16.8
2018-03-05,4.15,4.05,-12.3
2018-03-04,4,4.45,-11.6
2018-03-03,4.45,3.95,-14.55
2018-03-02,2.29,3.9,-23.6
2018-03-01,5.45,4.7,-17.35
2018-02-28,4,5.25,-13.25
2018-02-27,5,6.25,-12.45
2018-02-26,1.6,2.15,-15.4
2018-02-25,4.3,4.75,-16.35
2018-02-24,1.1,4.25,-17.05
2018-02-23,-1.9,-1.05,-10.35
2018-02-22,-2.65,-0.75,-12.55
2018-02-21,-3.34,-0.84,-12.95
2018-02-20,-1.04,-0.34,-11.15
2018-02-19,-2.95,-0.54,-15.15
2018-02-18,1,1.85,-20.2
2018-02-17,5.2,6.05,-13.3
2018-02-16,5.7,6.25,-8.85
2018-02-15,2.04,2.5,-6.65
2018-02-14,3.4,4.55,-6.7
2018-02-13,1.75,1.6,-2.4
2018-02-12,0.59,1.45,-8.94
2018-02-11,3.8,4.69,-23.85
2018-02-10,1.7,3.2,-26.95
2018-02-09,4.75,4.09,-26.85
2018-02-08,7.8,8.94,-26.15
2018-02-07,8.25,8.6,-22.3
2018-02-06,6.45,5.94,-27.7
2018-02-05,6.85,7.25,-30.1
2018-02-04,9.85,10.1,-33
2018-02-03,8,8.1,-33.2
2018-02-02,7.6,9.1,-31.65
2018-02-01,4.9,5.35,-26.95
2018-01-31,3.2,3.15,-20.39
2018-01-30,5.3,5.7,-19.04
2018-01-29,7.35,7.19,-19.35
2018-01-28,6.44,6.45,-25.4
2018-01-27,4.25,6.5,-16.8
2018-01-26,4.14,4.3,-15.4
2018-01-25,4.3,4.2,-20.65
2018-01-24,7.3,7.4,-18.14
2018-01-23,5.19,5.45,-15.8
2018-01-22,6.25,5.75,-14.45
2018-01-21,7.65,7.4,-13.65
2018-01-20,6.4,6.05,-12.3
2018-01-19,6.65,5.35,-14.75
2018-01-18,8.15,7.3,-13.7
2018-01-17,9.35,7.5,-5.05
2018-01-16,9.6,7.55,0.84
2018-01-15,4.75,5.6,4.05
2018-01-14,3.3,7.2,-1.1
2018-01-13,6.1,5.65,-14.3
2018-01-12,3.85,5.09,-25.8
2018-01-11,4.34,4.5,-28.2
2018-01-10,4.4,5,-33.7
2018-01-09,6.3,6.35,-26.29
2018-01-08,6.9,6.8,-14.2
2018-01-07,5.65,5.4,-12.55
2018-01-06,7.1,6.6,-9.19
2018-01-05,7.15,6.44,-5.8
2018-01-04,3.55,3.05,-4.9
2018-01-03,1.2,2.05,-1.85
2018-01-02,-0.14,2.15,-6.3
2018-01-01,-0.75,2.25,-17.39
2017-12-31,-0.05,1.55,-28.05
2017-12-30,1.25,3.9,-34.25
2017-12-29,2.8,3.55,-29.35
2017-12-28,3.4,6,-30.45
2017-12-27,0,2.1,-29.75
2017-12-26,-0.35,1.4,-25.5
2017-12-25,-0.25,1.65,-23.85
2017-12-24,-2,-1,-26.45
2017-12-23,-1.5,-0.7,-23.45
2017-12-22,1.45,1.99,-23.4
2017-12-21,-0.2,-0.65,-18.55
2017-12-20,1.65,2,-14.55
2017-12-19,2.75,2.7,-17.1
2017-12-18,6.15,7.25,-14.3
2017-12-17,6,8.55,-6.75
2017-12-16,4.05,3.6,-2.15
2017-12-15,4.15,4.59,-1.5
2017-12-14,3,4.65,2.15
2017-12-13,4.35,4.84,0.55
2017-12-12,4.75,3.9,-0.1
2017-12-11,3.8,2.9,0.44
2017-12-10,4.09,4.3,1.55
2017-12-09,1.85,2.54,1.95
2017-12-08,1.85,3.3,3.65
2017-12-07,2.85,3.6,5.5
2017-12-06,2.15,4.89,3.7
2017-12-05,2.54,2.95,0.3
2017-12-04,3.45,2.19,-0.95
2017-12-03,3.55,3.34,-11.9
2017-12-02,5.25,5.85,-18.5
2017-12-01,5.7,5.4,-15.3
2017-11-30,6.75,6.35,-7.6
2017-11-29,4.75,5.15,-7.1
2017-11-28,5.85,5.55,-16.85
2017-11-27,6.05,5.85,-17.14
2017-11-26,9.19,8.65,-21.7
2017-11-25,9.4,8.44,-19
2017-11-24,8.6,8.75,-19.6
2017-11-23,11.55,11.89,-18.29
2017-11-22,13.7,12.55,-23
2017-11-21,7.65,5.6,-22.54
2017-11-20,6.35,6,-22.2
2017-11-19,6.69,7.5,-22.04
2017-11-18,7.9,7.75,-18.55
2017-11-17,6,4.34,-14.6
2017-11-16,6.35,4.94,-18.5
2017-11-15,8.75,7.19,-16.39
2017-11-14,8.65,8.55,-15.2
2017-11-13,9.5,9.3,-15.35
2017-11-12,8.8,9.35,-16.14
2017-11-11,7.44,7,-11.55
2017-11-10,8.55,8.35,-13.3
2017-11-09,7.7,6.45,-15.25
2017-11-08,6.25,5.6,-15.8
2017-11-07,3.55,4.05,-14.65
2017-11-06,1.1,1.55,-7.7
2017-11-05,3.15,2.9,-11.6
2017-11-04,0,0.39,-5.2
2017-11-03,1.5,1.29,-4.64
2017-11-02,5.6,5.09,-5.8
2017-11-01,7.3,7.8,-2.15
2017-10-31,5.85,6.6,2.8
2017-10-30,6.9,9.7,1.9
2017-10-29,8.69,12.75,0.85
2017-10-28,9.1,11.6,0.54
2017-10-27,8.75,11.75,5.95
2017-10-26,10,10.5,2.54
2017-10-25,9.94,11.1,-1.4
2017-10-24,9.39,10.85,-3.7
2017-10-23,10.25,10.45,-0.64
2017-10-22,12.15,11.65,-0.4
2017-10-21,8.3,11,-2.75
2017-10-20,9.4,8.69,-1.2
2017-10-19,10.64,10.6,-2.6
2017-10-18,10.1,8.35,-2
2017-10-17,11.25,10.85,-0.85
2017-10-16,11.05,11.6,-0.25
2017-10-15,11.14,9.3,0.6
2017-10-14,7.8,5.65,1.9
2017-10-13,8,7.35,-1.09
2017-10-12,7.85,7.5,-1
2017-10-11,10,7.75,1.4
2017-10-10,9.4,9.85,0.69
2017-10-09,10.35,8.19,3.15
2017-10-08,9.04,9.44,5
2017-10-07,12.5,11.35,2.95
2017-10-06,10.5,10.45,5.2
2017-10-05,10.85,10.75,6.3
2017-10-04,10,11.1,11.1
2017-10-03,10.45,12.3,7.25
2017-10-02,11.35,12.6,3.75
2017-10-01,11.5,12.25,1.85
2017-09-30,12.85,11.9,2.4
2017-09-29,14.85,15.6,4.09
2017-09-28,16,18.35,9
2017-09-27,13.9,16.75,9.14
2017-09-26,14.75,16.05,4.15
2017-09-25,14.75,14.3,6.75
2017-09-24,14.05,13.2,10.75
2017-09-23,14.35,14.35,10.55
2017-09-22,12,14.2,11.2
2017-09-21,12.5,12.5,6.19
2017-09-20,11.8,11.85,8.69
2017-09-19,12.2,11.95,9.1
2017-09-18,13.39,12,8.69
2017-09-17,13.75,12.25,8.9
2017-09-16,16.14,14.45,7.85
2017-09-15,14.35,15.45,8.4
2017-09-14,14.2,17.39,7.35
2017-09-13,15.35,14.6,7.05
2017-09-12,17.39,16.04,7.15
2017-09-11,17.79,16.14,7.75
2017-09-10,16.5,14.2,8.94
2017-09-09,15.1,13.95,10.05
2017-09-08,18.1,16.6,9.35
2017-09-07,19.5,16.64,12.8
2017-09-06,22.15,16.55,17.55
2017-09-05,22.1,22.9,19.14
2017-09-04,20.55,22.75,14.05
2017-09-03,21.05,22.2,6.65
2017-09-02,19.35,20.3,7.7
2017-09-01,18.2,17.2,9.94
2017-08-31,17.45,17.5,11.5
2017-08-30,19,16.25,14.65
2017-08-29,22.45,20.04,15.75
2017-08-28,19.85,20.9,10.4
2017-08-27,18.75,20.2,9.94
2017-08-26,17.25,17.7,11.9
2017-08-25,16.75,16.75,11.5
2017-08-24,17.35,17.39,10.05
2017-08-23,19.64,17.45,10.85
2017-08-22,21.05,19.35,13.75
2017-08-21,17.35,18.5,14.3
2017-08-20,17.75,16.39,12.5
2017-08-19,17.14,16.55,11.2
2017-08-18,18.45,18.85,11.3
2017-08-17,18.89,18.3,11.8
2017-08-16,18.64,16.39,11.3
2017-08-15,17.35,16.35,10.5
2017-08-14,16.75,16.39,11.2
2017-08-13,17.85,18,16.25
2017-08-12,17.8,16.75,17
2017-08-11,20.1,17,16.54
2017-08-10,21,17.85,19.95
2017-08-09,19.64,17.6,18.85
2017-08-08,19.35,18.39,18.35
2017-08-07,18.7,18.25,19.75
2017-08-06,18.35,17.45,19.14
2017-08-05,19.45,16.05,18.2
2017-08-04,18.3,19.8,17.85
2017-08-03,20.5,21.65,17
2017-08-02,19.85,22.25,15.4
2017-08-01,19.85,19.89,15.7
2017-07-31,18.7,19.35,15.35
2017-07-30,19.5,19.55,14.55
2017-07-29,19.25,16.39,14.5
2017-07-28,17,15.85,12.4
2017-07-27,18.39,17.39,15.05
2017-07-26,19.5,17.2,15.1
2017-07-25,19.5,18.14,15.8
2017-07-24,18.89,18.85,17.55
2017-07-23,18.95,18.1,16
2017-07-22,18.64,17.95,15.7
2017-07-21,17.25,15.7,13.9
2017-07-20,19.6,19.1,14.5
2017-07-19,18.79,16.35,14.15
2017-07-18,17.75,18.35,16.05
2017-07-17,16.55,17.64,15.2
2017-07-16,18,17.14,12.4
2017-07-15,18.6,19.1,12.2
2017-07-14,17.64,16.45,14.35
2017-07-13,18.89,18.05,15.25
2017-07-12,18.45,16.7,12.2
2017-07-11,17.04,17.05,8.9
2017-07-10,18.2,16.25,7.9
2017-07-09,19.5,19.85,10.45
2017-07-08,17.35,17.7,15.2
2017-07-07,18.39,18.39,16.95
2017-07-06,19.1,18.3,16.79
2017-07-05,18.1,18.6,15.4
2017-07-04,16.5,16.7,9.55
2017-07-03,17,16.5,10.75
2017-07-02,18.35,16.8,13.85
2017-07-01,17.35,16.3,11.8
2017-06-30,18.6,18.05,14.25
2017-06-29,16.89,16.39,13.55
2017-06-28,16.45,15.05,14.05
2017-06-27,16.2,14.65,13.8
2017-06-26,18.75,17.3,14.6
2017-06-25,19.64,22,13
2017-06-24,18.25,19.79,10.05
2017-06-23,16.05,17.35,13.75
2017-06-22,14.8,15.25,12.5
2017-06-21,15.05,14.55,12.39
2017-06-20,16.54,16.7,10
2017-06-19,15.2,17,13.25
2017-06-18,13.7,12.4,12.55
2017-06-17,14.14,11.7,10.75
2017-06-16,15.7,16.5,8.64
2017-06-15,13.05,13,9.65
2017-06-14,13.15,13,9.35
2017-06-13,14,15,7.9
2017-06-12,16.85,15.7,9.64
2017-06-11,14.05,15.1,13.6
2017-06-10,13.7,13.39,19.7
2017-06-09,13.05,11.55,22.05
2017-06-08,14.6,14,20.3
2017-06-07,18.25,15.95,15.6
2017-06-06,17.75,17.6,13.5
2017-06-05,13.55,16.55,9.4
2017-06-04,13.75,13.65,9.8
2017-06-03,14.75,13.1,10.6
2017-06-02,15.75,14.75,12.1
2017-06-01,15.3,15.1,12.6
2017-05-31,14.75,11.95,12.15
2017-05-30,13.75,12.05,11.35
2017-05-29,17.6,14.6,13.9
2017-05-28,18.39,16.75,13.75
2017-05-27,15.95,17.6,8.2
2017-05-26,14.5,15.4,8.1
2017-05-25,12.7,13.45,11.1
2017-05-24,13.4,11,12.25
2017-05-23,16.2,17.1,8.6
2017-05-22,15.8,18.25,11.6
2017-05-21,14.1,16.35,10.9
2017-05-20,13.25,14.6,8.85
2017-05-19,14.2,13.1,8.35
2017-05-18,13.85,11.55,8.75
2017-05-17,12.55,9.6,9.35
2017-05-16,9.55,9.15,8.9
2017-05-15,8.75,8.1,6.65
2017-05-14,11.05,9.1,7.25
2017-05-13,9.85,9.3,8.65
2017-05-12,10.5,9.44,9.19
2017-05-11,11.35,10.7,6.6
2017-05-10,13.64,12.35,5.65
2017-05-09,10.45,11.1,6.85
2017-05-08,11.8,11.25,7.25
2017-05-07,8.85,9.4,5.8
2017-05-06,10.8,8.19,6.55
2017-05-05,13.1,12.55,3.95
2017-05-04,14.45,15.6,4.69
2017-05-03,13.2,13.1,5.7
2017-05-02,9.1,8.65,5.7
2017-05-01,8.94,8.05,5.75
2017-04-30,9.9,11.15,4.45
2017-04-29,8.94,7,4.5
2017-04-28,9.6,7.95,3.75
2017-04-27,10.45,9.25,7.65
2017-04-26,11.45,11.39,5.44
2017-04-25,11.1,8.9,7.25
2017-04-24,10.25,10.85,7.05
2017-04-23,11.2,9.55,4.9
2017-04-22,10.55,9.85,2.8
2017-04-21,10.3,10.35,1.14
2017-04-20,10.85,10.05,1.3
2017-04-19,10.15,9.39,-1.3
2017-04-18,11.7,11.05,-2.4
2017-04-17,11.3,11.25,0.5
2017-04-16,7.9,9.25,2.29
2017-04-15,9.69,7.75,2.75
2017-04-14,9.3,9.5,1.85
2017-04-13,9.35,9.4,3.15
2017-04-12,10.25,9.75,3.55
2017-04-11,7.5,6.9,3.45
2017-04-10,8.65,8.8,2.75
2017-04-09,7.85,7,4.45
2017-04-08,7.1,7.85,3.6
2017-04-07,9.3,9.25,-0.44
2017-04-06,10.25,10.1,1.5
2017-04-05,9.64,9.55,4.3
2017-04-04,9.25,8.64,3.8
2017-04-03,6,5.65,-2.7
2017-04-02,8.15,7.3,0.7
2017-04-01,8.6,9.15,1.8
2017-03-31,7.85,7.15,1.95
2017-03-30,8.94,7.3,-0.45
2017-03-29,9.65,10.6,0
2017-03-28,8,8.6,-0.95
2017-03-27,9,9.05,-2.9
2017-03-26,7.75,6.7,-8.25
2017-03-25,8.6,7.75,-7.19
2017-03-24,8.19,8.75,-5.7
2017-03-23,8.19,7.5,-5.85
2017-03-22,9.25,9.4,-4.25
2017-03-21,8.89,8.44,-2.45
2017-03-20,3.64,5.45,-3.2
2017-03-19,5.25,4.59,-15.35
2017-03-18,6.5,5.9,-12.45
2017-03-17,6.05,5.09,-13.25
2017-03-16,7.1,7.3,-11.45
2017-03-15,9.1,8.94,-17.14
2017-03-14,11,11.55,-15.1
2017-03-13,8.65,8.9,-13.75
2017-03-12,8.14,8.6,-19.85
2017-03-11,6.8,6.8,-21.05
2017-03-10,6.15,6.4,-21.15
2017-03-09,2.9,2.5,-20.35
2017-03-08,3.95,3.55,-21.8
2017-03-07,2.65,2.85,-25.65
2017-03-06,3.3,2.29,-23.75
2017-03-05,2.25,2.09,-21.65
2017-03-04,3.8,2.25,-23.2
2017-03-03,6.25,5.35,-19.6
2017-03-02,5.95,6.3,-18.1
2017-03-01,5.5,6.44,-14.2
2017-02-28,2,2.04,-13.75
2017-02-27,0.85,0.35,-10
2017-02-26,3.55,4.5,-9.1
2017-02-25,1.09,3.3,-6.5
2017-02-24,4.45,2.54,-9.25
2017-02-23,2.65,2.75,-14
2017-02-22,3.55,2.7,-17.2
2017-02-21,4.45,5.25,-15.3
2017-02-20,6.35,4.89,-11.7
2017-02-19,6.44,7,-10.64
2017-02-18,5.55,5.35,-12.55
2017-02-17,7.6,6.7,-10.95
2017-02-16,8.75,8.69,-5.3
2017-02-15,9.85,8.15,1.55
2017-02-14,5.65,3.99,3.45
2017-02-13,3.05,5,1.9
2017-02-12,3.5,3.85,-2.65
2017-02-11,3.2,3.8,-8.65
2017-02-10,4.6,5.09,-17.14
2017-02-09,3.15,5.5,-23.2
2017-02-08,-4,-2.04,-23.4
2017-02-07,-2.2,-1.45,-24.45
2017-02-06,-1.75,-0.75,-20.79
2017-02-05,-0.4,1.5,-21.05
2017-02-04,0.45,1.85,-18.64
2017-02-03,-0.75,1.75,-17.2
2017-02-02,0,2.8,-21.54
2017-02-01,1.25,3.45,-22.2
2017-01-31,2.75,3.25,-20.85
2017-01-30,3.84,3.55,-14.85
2017-01-29,5.3,4.85,-4.25
2017-01-28,4.95,3.9,-0.85
2017-01-27,5.55,4.5,-0.15
2017-01-26,3.2,4.09,-0.54
2017-01-25,3.95,4.65,0.75
2017-01-24,1.4,2.05,-5.15
2017-01-23,2.6,4.44,-12.85
2017-01-22,4.7,5,-22.7
2017-01-21,7.35,6.4,-33.04
2017-01-20,4.45,5.35,-26.25
2017-01-19,7.15,6.65,-18.39
2017-01-18,9.65,9.1,-13.85
2017-01-17,6.85,6.2,-3.84
2017-01-16,3.1,3.3,1.05
2017-01-15,0.8,0.75,-0.74
2017-01-14,-1.94,-0.85,0.7
2017-01-13,-3.15,-1.45,-11.15
2017-01-12,-3.55,-2.2,-23
2017-01-11,-2.45,-1.65,-22.95
2017-01-10,-0.44,1.75,-22.65
2017-01-09,3.35,2.85,-28.25
2017-01-08,2,2.55,-28.7
2017-01-07,-1.09,-0.65,-26.2
2017-01-06,0.6,0.25,-15.1
2017-01-05,-2.95,-1.65,-13.1
2017-01-04,-3.1,-0.2,-21.05
2017-01-03,-3.7,-0.89,-22.04
2017-01-02,-2.29,0.05,-15.7
2017-01-01,-0.04,1.65,-9.5
2016-12-31,-0.44,1.2,-7.3
2016-12-30,1.95,2.75,-9.85
2016-12-29,2.3,4.45,-12.64
2016-12-28,2.09,3.4,-12.6
2016-12-27,3.1,3.8,-13.1
2016-12-26,0.6,2,-9.85
2016-12-25,-1.45,-0.35,-10.9
2016-12-24,1,0.7,-14.45
2016-12-23,3.2,2.84,-14.6
2016-12-22,3.45,4.15,-13
2016-12-21,3.45,3.25,-6.44
2016-12-20,4.9,7.05,-3.55
2016-12-19,2.95,4,-3.25
2016-12-18,-0.34,1.69,-9.19
2016-12-17,-4.94,-2.9,-15.05
2016-12-16,-5.2,-3.15,-26.65
2016-12-15,-3.6,-0.8,-33.04
2016-12-14,-4.2,-2.95,-31.79
