date,Vancouver,Victoria,Whitehorse
2006-06-01,17.2,15.1,11.7
2006-05-31,14.55,15.35,10.25
2006-05-30,14.39,13.35,9.35
2006-05-29,12.5,12,6.2
2006-05-28,13.65,14.9,4.8
2006-05-27,13.4,13.2,10.15
2006-05-26,12.95,12.7,11.6
2006-05-25,13.95,12.5,12.05
2006-05-24,14.75,14,11.4
2006-05-23,14.2,12.65,9.89
2006-05-22,13.2,11.85,10.8
2006-05-21,14.7,12.64,8.75
2006-05-20,14.89,16.14,8.2
2006-05-19,15.6,13,7.25
2006-05-18,15.14,15.8,8.3
2006-05-17,15.7,16.35,8.44
2006-05-16,20.65,16.6,5.3
2006-05-15,15.39,17.5,5.35
2006-05-14,11.75,12.5,5.2
2006-05-13,10.35,10.19,4.75
2006-05-12,11.05,9.19,3.34
2006-05-11,12.2,13.25,3.99
2006-05-10,11.5,11.3,3.85
2006-05-09,9.1,9,4.09
2006-05-08,10.3,7.95,4.8
2006-05-07,11.7,11.8,5.15
2006-05-06,10.35,11.55,5.8
2006-05-05,14.35,12.9,5.9
2006-05-04,12.39,13.1,7.15
2006-05-03,10.75,11.85,3.1
2006-05-02,8.5,8.2,3
2006-05-01,9.44,9.35,2.2
2006-04-30,8.4,7.7,2.65
2006-04-29,10.5,10.5,1.9
2006-04-28,12,11.85,2.29
2006-04-27,11.45,11.55,1.5
2006-04-26,9.69,8.6,1.15
2006-04-25,12.05,12.45,1.2
2006-04-24,10.8,13,5.15
2006-04-23,10.25,11.39,5.2
2006-04-22,7.45,8.79,3.3
2006-04-21,8.4,7.85,-0.45
2006-04-20,10.15,9.35,-0.54
2006-04-19,10.5,9.25,-1.25
2006-04-18,9.35,8.19,0.59
2006-04-17,7.4,6.45,-2.9
2006-04-16,8.1,7.25,-4.55
2006-04-15,5.5,5.15,-3.9
2006-04-14,8.35,6.9,-0.09
2006-04-13,7.4,8.75,1.7
2006-04-12,10.19,9.3,-0.39
2006-04-11,8.9,9.1,1.85
2006-04-10,10.3,8.8,0.69
2006-04-09,9.15,11.05,0.44
2006-04-08,11.05,10.39,3.75
2006-04-07,8.94,9.55,2.85
2006-04-06,8.6,9.1,3.6
2006-04-05,9,8.4,3.55
2006-04-04,9.65,8.4,1.05
2006-04-03,7.65,8.75,-3.9
2006-04-02,10.25,10.95,-1.04
2006-04-01,6.8,7.85,-4.69
2006-03-31,10,10.25,-7.45
2006-03-30,10.19,9.35,-11.4
2006-03-29,8.05,7.25,-3.35
2006-03-28,8.39,7.9,-1.75
2006-03-27,7.15,8.35,-0.2
2006-03-26,5.35,6.35,0.49
2006-03-25,6.25,6.15,-0.14
2006-03-24,10.05,9.64,0.5
2006-03-23,11.2,10.7,0.44
2006-03-22,9.1,8.6,-1.1
2006-03-21,7.94,6.9,0.9
2006-03-20,5.15,5.8,-1.65
2006-03-19,3.55,4.5,-9.55
2006-03-18,5.2,4.5,-23.35
2006-03-17,5.85,7.05,-27.7
2006-03-16,6.3,7.4,-26.5
2006-03-15,6.75,6.65,-23.4
2006-03-14,7.05,7.44,-23.55
2006-03-13,4.85,4.15,-25.35
2006-03-12,2.75,3.55,-25.4
2006-03-11,2.35,4.9,-19.35
2006-03-10,4.25,2.7,-17.39
2006-03-09,3.05,3.65,-10.19
2006-03-08,4.09,5.35,-3.55
2006-03-07,6.55,7.6,-5.09
2006-03-06,9.19,7.3,-6.44
2006-03-05,6.05,6.5,-5.35
2006-03-04,7.25,6,-13.85
2006-03-03,3.55,3.85,-15.14
2006-03-02,7.9,6.55,-18.95
2006-03-01,6.5,8.05,-22.65
2006-02-28,6.05,6.5,-22.6
2006-02-27,8.1,8.75,-17.64
2006-02-26,4.55,3.7,-17.04
2006-02-25,0.64,0.75,-22.7
2006-02-24,0.55,0.85,-23.1
2006-02-23,4.65,3.15,-16.75
2006-02-22,4.7,5.25,-16.6
2006-02-21,4.3,3.85,-9
2006-02-20,1.25,1.4,-3.09
2006-02-19,0,1,-6.65
2006-02-18,0.34,1.75,-7.75
2006-02-17,1.14,1.4,-8.44
2006-02-16,2.05,1.4,-10.05
2006-02-15,1.4,2.8,-10.75
2006-02-14,2.6,2.54,-11.35
2006-02-13,6.2,5.85,-5.55
2006-02-12,6.6,5.5,1
2006-02-11,3.7,4.14,0
2006-02-10,3.84,5.6,-0.24
2006-02-09,3.7,5.4,-10.85
2006-02-08,6.05,6.65,-6.2
2006-02-07,6.69,5.65,-4.34
2006-02-06,5.09,4.55,-7.95
2006-02-05,5.5,4.3,-20.8
2006-02-04,8.19,7.65,-24.65
2006-02-03,5.95,6,-14.85
2006-02-02,7.6,8.69,-8.4
2006-02-01,7.65,7.85,-10.05
2006-01-31,5.6,6.4,-16.39
2006-01-30,8.4,7.85,-23
2006-01-29,3.8,5.09,-21.75
2006-01-28,5.2,5.65,-27.05
2006-01-27,4.84,6.1,-28.7
2006-01-26,6.4,5.85,-31.7
2006-01-25,6.15,5.9,-27.75
2006-01-24,6.45,6.5,-20.05
2006-01-23,7.1,7.85,-13.45
2006-01-22,6.35,6.4,-4.75
2006-01-21,4.59,5.15,-5.85
2006-01-20,4.45,5.25,-18.05
2006-01-19,5.35,5.6,-24
2006-01-18,6.4,5.3,-27
2006-01-17,7.9,7.75,-22.85
2006-01-16,5.85,7.55,-18.8
2006-01-15,3.65,3.45,-14.6
2006-01-14,5.69,4.65,-13
2006-01-13,7.15,8.69,-14.4
2006-01-12,5.2,6.15,-17.5
2006-01-11,6.45,6.4,-13.75
2006-01-10,6.5,7.1,-9.39
2006-01-09,7.25,7.55,-10.5
2006-01-08,4.75,4.9,-11.85
2006-01-07,8,7,-11.65
2006-01-06,10.25,10.7,-14.15
2006-01-05,8.8,9.3,-17.89
2006-01-04,7.4,7.44,-20.95
2006-01-03,4.8,4.05,-17.1
2006-01-02,6,4.7,-12.15
2006-01-01,8,9.05,-7.35
2005-12-31,7.6,7.9,-6.6
2005-12-30,6.6,7.2,-8.1
2005-12-29,5.35,7,-6.1
2005-12-28,8.35,8.4,-6.8
2005-12-27,7.9,8.1,-9.44
2005-12-26,8.94,9.55,-7.9
2005-12-25,11.75,11.25,-4.15
2005-12-24,11.35,11.9,-2.8
2005-12-23,10.15,9.69,-0.54
2005-12-22,11,11.14,-0.29
2005-12-21,10.5,9.94,-3.84
2005-12-20,8.9,7.5,-12.5
2005-12-19,1.3,2.65,-13.65
2005-12-18,-0.1,1.14,-5.65
2005-12-17,1.7,2.25,-0.04
2005-12-16,1.05,1.79,2.9
2005-12-15,0.65,1.4,-3.15
2005-12-14,1.2,1.49,-14.6
2005-12-13,3.2,1.9,-12.55
2005-12-12,3.9,2.95,-4.09
2005-12-11,2.15,2.6,-0.3
2005-12-10,3.5,4.39,3.3
2005-12-09,2.25,2.59,-1.69
2005-12-08,2.29,3.45,2.09
2005-12-07,2.4,3,-2.2
2005-12-06,3.05,3.15,-10.85
2005-12-05,3.75,3.4,-21.3
2005-12-04,0.05,2,-20.8
2005-12-03,1.45,2.3,-20.79
2005-12-02,0.2,1.25,-20.79
2005-12-01,-0.4,1.9,-22.6
2005-11-30,1.9,2.44,-20.39
2005-11-29,1.54,2.15,-15.2
2005-11-28,1.75,1.8,-15.75
2005-11-27,2.04,3.2,-14
2005-11-26,3.65,3.8,-8.15
2005-11-25,8.35,5.95,1.35
2005-11-24,5.2,4.59,5.09
2005-11-23,4.9,4.8,5.05
2005-11-22,4.7,4.3,3.7
2005-11-21,5.4,5.25,1.75
2005-11-20,5.69,5.85,-2.6
2005-11-19,5.9,5.1,0
2005-11-18,6.45,7.15,3.84
2005-11-17,7.5,6.55,5.2
2005-11-16,6.35,6.19,-4.05
2005-11-15,4.4,4.1,-8.55
2005-11-14,4.59,4.6,-13.25
2005-11-13,6.1,6.65,-12.5
2005-11-12,4.09,4.34,-11.45
2005-11-11,5.09,4.59,-9.35
2005-11-10,8.35,7.9,-7.85
2005-11-09,8,8.75,-9.19
2005-11-08,6.05,7.55,-12
2005-11-07,7.1,5.95,-16.85
2005-11-06,7.15,4.55,-18.1
2005-11-05,5.6,6.05,-16
2005-11-04,7,7.35,-11.6
2005-11-03,7.95,8,-7.05
2005-11-02,8.4,8.5,-6.44
2005-11-01,7.55,8.1,-7.9
2005-10-31,10.35,10.75,-8.25
2005-10-30,7.25,8.05,-5.3
2005-10-29,9.05,9.1,0.25
2005-10-28,9.8,8.75,-3.09
2005-10-27,8.25,7.3,-6.65
2005-10-26,8.25,7.4,-5.45
2005-10-25,12.55,8.75,-1.55
2005-10-24,11.7,9.55,-0.2
2005-10-23,9.9,10.1,2.65
2005-10-22,13.75,11.2,4.15
2005-10-21,12.5,12.95,1.6
2005-10-20,10.5,9.35,0.95
2005-10-19,11.95,13.25,-0.7
2005-10-18,11.39,12.25,4.09
2005-10-17,11.75,13.1,-3.34
2005-10-16,11.75,12.6,-4.9
2005-10-15,13.85,13.05,-3.59
2005-10-14,13,11.64,1.14
2005-10-13,12.3,11.75,4.7
2005-10-12,11,9.85,4.39
2005-10-11,10.19,10.4,1.95
2005-10-10,12.4,11.85,4.55
2005-10-09,12.85,12.25,3.85
2005-10-08,11.75,9,1.5
2005-10-07,12.35,11.95,3.75
2005-10-06,11.95,12.2,7.35
2005-10-05,13.35,11.1,5.25
2005-10-04,10.45,8.6,3.5
2005-10-03,10.7,9.55,3.9
2005-10-02,11.05,9.65,1.85
2005-10-01,11.3,10.95,4.7
2005-09-30,11.2,11.85,6.65
2005-09-29,13.95,15.6,7.35
2005-09-28,12.3,9.8,6.85
2005-09-27,13.45,12.25,1.7
2005-09-26,13.7,12.1,2.1
2005-09-25,12.15,11.75,4.55
2005-09-24,11.5,11.55,12.45
2005-09-23,11.75,12.7,10.65
2005-09-22,11.05,11,5
2005-09-21,12.25,11.4,6.05
2005-09-20,13.3,12.25,5.15
2005-09-19,16.14,16.5,8.4
2005-09-18,15.05,12.15,8.44
2005-09-17,15.35,13.2,10.45
2005-09-16,13.45,12.25,6.65
2005-09-15,15.55,13.9,7.1
2005-09-14,16.64,14,8.25
2005-09-13,15.05,14,8.55
2005-09-12,16.89,13.85,9.94
2005-09-11,16.5,14.6,11.85
2005-09-10,15.15,15.25,11.95
2005-09-09,15.95,14.5,7.65
2005-09-08,17.1,15.75,8.05
2005-09-07,15.3,15.3,11.35
2005-09-06,15.45,14.95,10.8
2005-09-05,14.5,13.85,10.35
2005-09-04,15.7,14,9.85
2005-09-03,16.75,16.39,7.35
2005-09-02,18.45,17.29,6.55
2005-09-01,17.64,16,7.5
2005-08-31,17.7,14.9,9.35
2005-08-30,16.05,13.55,9.75
2005-08-29,16,14.65,9.05
2005-08-28,18.7,16.14,10
2005-08-27,18.2,17.14,9.5
2005-08-26,19.7,16.5,7.5
2005-08-25,19.45,18.45,13.7
2005-08-24,17.25,17.55,14.55
2005-08-23,17.85,15.05,12.55
2005-08-22,19.6,16.25,12.6
2005-08-21,18.45,17.1,9.85
2005-08-20,21.05,16.5,9.8
2005-08-19,20.8,17.39,10.55
2005-08-18,18.89,18.14,13.75
2005-08-17,18.1,17.85,15.55
2005-08-16,18,15.15,16.95
2005-08-15,20.3,18.8,15.9
2005-08-14,21.15,19.8,16.85
2005-08-13,20.9,18.75,18.64
2005-08-12,18.89,17.85,18.89
2005-08-11,18.35,17.35,17.95
2005-08-10,17.95,16.55,16.39
2005-08-09,20.2,16.25,14.25
2005-08-08,19.05,17.8,15.95
2005-08-07,19,17.79,13.7
2005-08-06,19.64,17.95,12.25
2005-08-05,19.64,19.29,13.2
2005-08-04,20.45,20.2,13.45
2005-08-03,18.39,18.35,12.2
2005-08-02,18.1,16.8,12.5
2005-08-01,19.45,17.89,10.8
2005-07-31,22.5,19.45,11.85
2005-07-30,21.05,19.25,11.85
2005-07-29,19.45,19.05,11.35
2005-07-28,21.4,18.64,12.95
2005-07-27,19.5,20,14.4
2005-07-26,17.95,18.25,14.6
2005-07-25,17.35,17.7,14
2005-07-24,17.3,17.14,14.6
2005-07-23,18.14,16.2,12.55
2005-07-22,19.6,20.1,13.15
2005-07-21,18.14,18.35,13.05
2005-07-20,17.39,16.89,12.3
2005-07-19,18.1,15.95,13.2
2005-07-18,19,19.14,10.75
2005-07-17,18.2,18.95,13.65
2005-07-16,17.7,18.3,15.95
2005-07-15,17.5,17.25,12.9
2005-07-14,17.39,18.3,12.15
2005-07-13,19.3,17.8,14.85
2005-07-12,18.75,16.75,15.45
2005-07-11,18.05,16.25,15.05
2005-07-10,15.9,16.8,16.64
2005-07-09,16.3,14.35,15.8
2005-07-08,16.55,16.25,11.8
2005-07-07,16.2,15,15.05
2005-07-06,17.7,17.6,14.1
2005-07-05,16.8,14,12.65
2005-07-04,18.25,17.5,12.2
2005-07-03,17.2,15.75,13.8
2005-07-02,17.6,16.3,15.4
2005-07-01,14.9,16.85,16.5
2005-06-30,19.45,19.25,17.55
2005-06-29,18.64,16.05,16.05
2005-06-28,17.39,16.3,12.25
2005-06-27,15.89,15,13.64
2005-06-26,15.7,15.3,13.5
2005-06-25,17.7,18.1,14.55
2005-06-24,17.75,16.6,12.95
2005-06-23,15.85,16.1,12.1
2005-06-22,17,17.6,11.55
2005-06-21,18.75,18.95,7.3
2005-06-20,16.8,18.45,10.7
2005-06-19,17.45,17.05,13.5
2005-06-18,15,15.1,14.7
2005-06-17,14.8,15.1,15.35
2005-06-16,16.14,16.79,14.7
2005-06-15,13.9,12.4,16
2005-06-14,13.75,14,13.39
2005-06-13,15.45,14.55,15.45
2005-06-12,14.95,13.6,14.75
2005-06-11,14.85,14.05,13.15
2005-06-10,15.7,13.55,13.8
2005-06-09,13.45,13.6,14.64
2005-06-08,12,11.6,12.15
2005-06-07,12.9,12.9,10.25
2005-06-06,13.1,13,9.1
2005-06-05,12.05,12.95,10.65
2005-06-04,14.7,13.7,7.85
2005-06-03,14.85,15.7,12.2
2005-06-02,15.64,15.2,9.4
2005-06-01,15.55,15.35,11.6
2005-05-31,14.4,15.3,11.5
2005-05-30,16.2,14.6,11.8
2005-05-29,17.3,15.4,11.4
2005-05-28,18.55,19.55,11.7
2005-05-27,19.6,20.14,12.35
2005-05-26,17.6,18.64,12.7
2005-05-25,13.9,15.7,9.04
2005-05-24,12.1,12.05,11.85
2005-05-23,12.35,11.9,9.44
2005-05-22,11.35,12,7.05
2005-05-21,13.4,11.15,10.3
2005-05-20,12.89,11.55,10.9
2005-05-19,13.85,12.95,10.15
2005-05-18,14.65,13.55,7.85
2005-05-17,11.95,9.94,10.9
2005-05-16,12,11.25,9.6
2005-05-15,15,15.3,10.45
2005-05-14,16.75,16.25,12.55
2005-05-13,14.5,13.1,11.7
2005-05-12,13.9,12.5,10.95
2005-05-11,15.3,12.89,12.45
2005-05-10,16.25,14.35,12.45
2005-05-09,14.3,15.05,11.05
2005-05-08,12,12,10.05
2005-05-07,12.7,10.15,9.05
2005-05-06,13.9,15.3,7.25
2005-05-05,13.95,15.1,5.95
2005-05-04,13.4,11.9,5.35
2005-05-03,13.75,12.6,6.05
2005-05-02,12.85,12.3,3.3
2005-05-01,13.2,13.75,3.3
2005-04-30,13.1,12.4,3.4
2005-04-29,13.8,11.3,6.5
2005-04-28,14.6,13.89,6.3
2005-04-27,15.05,15.05,8.35
2005-04-26,14.45,11.8,8.4
2005-04-25,13.89,14.25,11.3
2005-04-24,14.45,14.95,11
2005-04-23,14.39,15.8,8.15
2005-04-22,13.35,13.85,5.15
2005-04-21,12.7,10.65,6.94
2005-04-20,10.5,10.75,5.7
2005-04-19,9,10.25,5.45
2005-04-18,9.55,8.94,1.65
2005-04-17,9.44,9.19,2.8
2005-04-16,9.64,9.69,0.09
2005-04-15,6.8,6.94,-0.6
2005-04-14,8.3,6.35,-0.35
2005-04-13,8.05,6.95,-0.7
2005-04-12,5.8,6.05,0
2005-04-11,8.05,7.75,0.1
2005-04-10,7.4,6.5,1.29
2005-04-09,7.75,7,1.75
2005-04-08,6.25,6.55,-0.8
2005-04-07,10.05,9.1,-0.29
2005-04-06,10.5,9.85,2.25
2005-04-05,7.9,6.75,0.95
2005-04-04,7.05,6.9,0.75
2005-04-03,7.6,7.05,-1.4
2005-04-02,5.4,6.8,-4.3
2005-04-01,8.19,7.69,-3.6
2005-03-31,7.55,7.65,2.1
2005-03-30,9.3,6.55,-2.05
2005-03-29,7,7.25,-2.5
2005-03-28,8.44,7.25,-1.44
2005-03-27,9.25,7.25,1.4
2005-03-26,8.39,10.15,-0.25
2005-03-25,7,6.85,-3.75
2005-03-24,7.3,7.5,-4.05
2005-03-23,6.25,7,-1.85
2005-03-22,5.8,6.7,-4.8
2005-03-21,6.44,5.65,-9.35
2005-03-20,9.1,7.6,-13.7
2005-03-19,6.7,4.39,-12.15
2005-03-18,6.8,5.55,-9.75
2005-03-17,7.15,6.35,-4.89
2005-03-16,7.05,7.6,-7.94
2005-03-15,7,6.7,-3.45
2005-03-14,8.6,7.9,-3.1
2005-03-13,8.45,9.44,3.35
2005-03-12,8.65,9.94,4.84
2005-03-11,9.35,9.65,2.7
2005-03-10,10.25,10.6,3.75
2005-03-09,11.3,9.4,1.35
2005-03-08,10.5,7.95,1.65
2005-03-07,11.6,10.95,1.55
2005-03-06,8.4,8.75,-1.6
2005-03-05,8.85,6.95,1.04
2005-03-04,8.44,7.65,0.6
2005-03-03,8.69,9.25,0.7
2005-03-02,9.14,7.45,3.4
2005-03-01,9.64,8.15,2.7
2005-02-28,6.94,7.1,1.2
2005-02-27,4.09,6.55,2
2005-02-26,2.75,6.6,-2.85
2005-02-25,6.3,5.6,-1.45
2005-02-24,6.7,5.19,-3.84
2005-02-23,3.5,5.95,-1.45
2005-02-22,2.85,4.5,-3.9
2005-02-21,2.35,3.15,-7.1
2005-02-20,2.25,4.25,-8.6
2005-02-19,2.65,3.35,-12.14
2005-02-18,3.15,3.8,-10.85
2005-02-17,2.09,3.35,-4
2005-02-16,1.6,2.5,-3.25
2005-02-15,1.44,1.5,-7
2005-02-14,2.7,1.95,-18.25
2005-02-13,4.59,3.4,-20.75
2005-02-12,7.35,5.6,-13.55
2005-02-11,5.55,3.85,-9.8
2005-02-10,2.54,3.3,-1.75
2005-02-09,2.55,3.15,-1.94
2005-02-08,1.5,2.1,-2.59
2005-02-07,1.9,3,-14.1
2005-02-06,2.84,3.59,-25.15
2005-02-05,4.95,3,-28.9
2005-02-04,7.35,7.4,-25.4
2005-02-03,8.65,7.8,-23.65
2005-02-02,9.94,8.9,-23.3
2005-02-01,8.44,7.3,-18.1
2005-01-31,9.44,8.6,-17.2
2005-01-30,7.85,7.7,-18.89
2005-01-29,7.35,5.7,-20.3
2005-01-28,4.9,6.6,-15.85
2005-01-27,8.25,6.85,-12.75
2005-01-26,8.05,6.95,-13.75
2005-01-25,7.45,7.6,-18.6
2005-01-24,10.7,9.05,-14.3
2005-01-23,12.5,9.85,-8.75
2005-01-22,11.2,9.55,-8.69
2005-01-21,10.4,8.75,-18.35
2005-01-20,10.3,9.9,-24.1
2005-01-19,12.55,11.7,-27.5
2005-01-18,9.9,9.69,-24.7
2005-01-17,6.2,6.25,-21.55
2005-01-16,1.25,1.25,-24
2005-01-15,-5.6,-4.1,-29.85
2005-01-14,-5.35,-3.4,-39.7
2005-01-13,-2.35,-0.75,-44.15
2005-01-12,0.54,1.55,-41.25
2005-01-11,-3.74,-1.55,-32.04
2005-01-10,-0.89,-1.44,-16.59
2005-01-09,-3.45,0,-4.9
2005-01-08,0.04,0.04,-4
2005-01-07,0.35,0.8,-6.25
2005-01-06,-1.2,-0.55,-7.85
2005-01-05,-0.64,-0.6,-5.45
2005-01-04,-1.54,-0.79,-8.95
2005-01-03,-1.45,0.15,-19.14
2005-01-02,-0.15,1.45,-25.6
2005-01-01,2.1,1.95,-32
2004-12-31,3.65,3.55,-36.75
2004-12-30,5.35,6,-30.05
2004-12-29,3.3,3,-18.25
2004-12-28,1.9,2.8,-15.1
2004-12-27,3.7,4.3,-15.1
2004-12-26,6.35,6.5,-21
2004-12-25,5.35,6.44,-22.7
2004-12-24,2.95,5.94,-6.35
2004-12-23,2.6,3.1,6.4
2004-12-22,5.25,4.4,-1.69
2004-12-21,5.69,5.3,-13.25
2004-12-20,6.4,5.45,-3.65
2004-12-19,7.2,9.05,-2.25
2004-12-18,8.19,8.85,2.65
2004-12-17,5.55,6.15,1.65
2004-12-16,4.95,6.4,-1.29
2004-12-15,8.05,8.69,-10.19
2004-12-14,9.4,10.3,-8.69
2004-12-13,6.6,7.85,-3.25
2004-12-12,2.34,4.35,0.05
2004-12-11,5.85,6.2,-10.7
2004-12-10,9.5,10.15,-10.95
2004-12-09,6.85,7.3,-15.8
2004-12-08,7.35,7.65,-24.95
2004-12-07,3.7,5.44,-22.1
2004-12-06,2.9,3.1,-18.29
2004-12-05,4.05,1.85,-19.95
2004-12-04,5.65,5.7,-15.55
2004-12-03,6.95,6.5,-3.65
2004-12-02,4.5,6.94,2.29
2004-12-01,2.84,4.55,-2.44
2004-11-30,3.2,4.2,-4.75
2004-11-29,3.15,2.5,-4.09
2004-11-28,1.7,3.15,0.04
2004-11-27,4,4.35,-10.95
2004-11-26,4.55,3.99,-15.2
2004-11-25,7.6,6.8,-8
2004-11-24,10.25,11.25,-3.35
2004-11-23,7.5,8.4,-8.94
2004-11-22,6.9,7.75,-11.9
2004-11-21,3.09,7.1,-6.95
2004-11-20,3.4,4,1.45
2004-11-19,5.35,5.44,-3.75
2004-11-18,8.4,7.35,-8.6
2004-11-17,5.75,4.45,-7.1
2004-11-16,7.55,6.05,-2.75
2004-11-15,10.3,8.35,-3
2004-11-14,9.75,9.4,-2.9
2004-11-13,8.5,6.6,-0.7
2004-11-12,6.05,6,0.19
2004-11-11,6.65,7.55,-0.44
2004-11-10,8.1,9.55,0.54
2004-11-09,10.15,9.69,-9.4
2004-11-08,11.1,9.89,-10.65
2004-11-07,10.64,10.8,-19.2
2004-11-06,8.14,8.69,-16.05
2004-11-05,7.9,6.69,-10.05
2004-11-04,5.05,4.39,-4.75
2004-11-03,5.8,5.4,-2.2
2004-11-02,7.95,8.65,-3.7
2004-11-01,5.65,7.55,-2.2
2004-10-31,7.15,6.4,-3.65
2004-10-30,8.94,9.69,-1.8
2004-10-29,7.9,7.19,2.1
2004-10-28,6.15,6.2,2.4
2004-10-27,6.55,7.3,3.15
2004-10-26,9.15,10.45,-2.09
2004-10-25,8.5,9.05,-3.9
2004-10-24,7.1,6.55,-2.8
2004-10-23,7.35,7.5,-10.75
2004-10-22,10.3,10.6,-6.44
2004-10-21,9.94,8.35,-5.69
2004-10-20,10.14,9.44,-1.24
2004-10-19,10.4,10,-9.04
2004-10-18,10.64,10.15,-8.25
2004-10-17,9.94,9.3,-2
2004-10-16,11.7,12.5,-3.45
2004-10-15,14,13.15,1.04
2004-10-14,13.2,15,4.34
2004-10-13,12.7,13.85,7.1
2004-10-12,13.75,14.35,1.2
2004-10-11,14.3,13.6,1.9
2004-10-10,13.64,14.1,6.15
2004-10-09,11.35,10.9,4.05
2004-10-08,13.1,12.3,1.5
2004-10-07,11.8,10.19,5.5
2004-10-06,13.3,13.45,5.15
2004-10-05,11.35,10.45,8
2004-10-04,12.7,8.85,8.19
2004-10-03,12.64,12.4,8.15
2004-10-02,12.45,13.95,2.44
2004-10-01,12.55,15.05,6.15
2004-09-30,12.95,14.1,6.1
2004-09-29,13.55,13,2.95
2004-09-28,14.39,13.8,6.05
2004-09-27,13.5,14.45,7.8
2004-09-26,13,13.85,6.44
2004-09-25,12.5,13.7,5.6
2004-09-24,12.6,13.35,7.35
2004-09-23,14.1,13.5,8.8
2004-09-22,13.55,12.85,7.25
2004-09-21,13.4,11.85,9.55
2004-09-20,11.8,10.35,7.6
2004-09-19,12.7,12.6,4.75
2004-09-18,11.8,11.75,3.05
2004-09-17,13.6,13.3,3.2
2004-09-16,13.2,12.95,2.75
2004-09-15,12.75,11.85,5.75
2004-09-14,14.39,13.55,5.45
2004-09-13,13.4,13.5,6.2
2004-09-12,15.5,14.2,5
2004-09-11,18.39,17.5,3
2004-09-10,15.65,12.3,5.7
2004-09-09,17.89,16.85,2.84
2004-09-08,15.9,14.1,2.8
2004-09-07,17.35,15.05,3.05
2004-09-06,14.1,13.95,3.05
2004-09-05,15.5,15.14,5.3
2004-09-04,17.25,17.64,6.4
2004-09-03,16.54,13.75,11.5
2004-09-02,16.05,14.64,6.35
2004-09-01,16.14,15.95,10.05
2004-08-31,19.75,17.1,9.19
2004-08-30,19.2,17.45,10.64
2004-08-29,18.7,17.85,10.05
2004-08-28,16.89,18,13.85
2004-08-27,17.39,16.85,11.8
2004-08-26,18.14,17.35,10.89
2004-08-25,16.8,14.95,11.6
2004-08-24,16.85,15.7,12.35
2004-08-23,18.25,17.25,13.3
2004-08-22,19.64,18.55,12.45
2004-08-21,17.75,16.55,17.2
2004-08-20,20.45,17.54,15.6
2004-08-19,20.14,19.64,17.3
2004-08-18,20.2,18.89,18.05
2004-08-17,20.05,18.95,17.95
2004-08-16,21.25,17.45,17.85
2004-08-15,22.5,18.8,15.35
2004-08-14,21.8,20.5,15.8
2004-08-13,19.8,19.1,15.25
2004-08-12,19.89,19.35,14.7
2004-08-11,20.65,20.55,15.75
2004-08-10,22.7,18.85,17.39
2004-08-09,21.29,22.45,16.3
2004-08-08,19,19.7,18.55
2004-08-07,18.2,17.6,18.39
2004-08-06,17.14,15.6,17.39
2004-08-05,18.64,17.64,14.85
2004-08-04,18.5,16.54,15.85
2004-08-03,18.75,17.1,13.8
2004-08-02,19.29,17.3,12.25
2004-08-01,18.85,17.75,14.89
2004-07-31,19.25,17.64,15.3
2004-07-30,20.55,17.75,12.35
2004-07-29,20.6,19.14,13.3
2004-07-28,19.35,18.95,16.95
2004-07-27,19.05,18.6,15.25
2004-07-26,19.2,17.95,13
2004-07-25,20.1,18.5,14.65
2004-07-24,23.2,23.9,15.25
2004-07-23,23.8,25.15,16.54
2004-07-22,21.79,22.4,18.05
2004-07-21,19.6,19.45,19.2
2004-07-20,20.75,19.85,18.1
2004-07-19,22.05,19.25,18.95
2004-07-18,23.05,18.35,17.35
2004-07-17,21.55,21.4,18.5
2004-07-16,21,20.04,17.8
2004-07-15,19,16.2,19.2
2004-07-14,19.89,18.6,17.35
2004-07-13,21.85,19.2,16.55
2004-07-12,18.64,18.75,14.5
2004-07-11,18.2,15.2,14.05
2004-07-10,16.7,15.3,11.6
2004-07-09,16.95,14.25,15.75
2004-07-08,17,16.8,14.6
2004-07-07,17.5,15.14,14.9
2004-07-06,18.55,19.55,12.3
2004-07-05,19.1,17.14,15.35
2004-07-04,18.25,17,14.7
2004-07-03,19.64,18.6,14.6
2004-07-02,16.6,17,15.35
2004-07-01,18.7,16.75,15.8
2004-06-30,18.55,18,17.14
2004-06-29,19.2,18.25,17.3
2004-06-28,18.75,17.7,19.14
2004-06-27,18.55,19.04,19.95
2004-06-26,19.6,17.05,22.2
2004-06-25,19.1,16.25,20.95
2004-06-24,18.35,15.35,21.8
2004-06-23,18.5,16,23.85
2004-06-22,20.9,17.85,23.5
2004-06-21,21.1,17.45,21.05
2004-06-20,20.6,17.75,21.4
2004-06-19,20.5,22.7,22.55
2004-06-18,21.3,21.6,20
2004-06-17,20.04,20.3,16.5
2004-06-16,16.14,16.2,14.95
2004-06-15,13.6,14.2,13.75
2004-06-14,15.2,12.9,15.75
2004-06-13,15.25,14.05,14.3
2004-06-12,12.7,11.35,12.15
2004-06-11,13.35,14.7,9.4
2004-06-10,13.95,15.3,9.94
2004-06-09,16.39,13.85,9.94
2004-06-08,16.55,16.29,15.05
2004-06-07,14.3,13.25,18.5
2004-06-06,15.65,14.3,18.45
2004-06-05,15.85,15.95,15.89
2004-06-04,18.8,15.25,13.05
2004-06-03,16.25,15.85,9.1
2004-06-02,14.65,14.7,9.5
