glacier_id,lon,lat
RGI60-02.03646,-125.693,51.1862
RGI60-02.03647,-125.76,51.2051
RGI60-02.03648,-125.701,51.1879
RGI60-02.03649,-125.71,51.1503
RGI60-02.03650,-125.731,51.1599
RGI60-02.03651,-125.754,51.1817
RGI60-02.03652,-125.685,51.1806
RGI60-02.03653,-125.744,51.1662
RGI60-02.03654,-125.688,51.182
RGI60-02.03655,-125.725,51.1884
RGI60-02.03656,-125.719,51.1457
RGI60-02.03657,-125.74,51.1657
RGI60-02.03658,-125.696,51.1372
RGI60-02.03659,-125.72,51.1713
RGI60-02.03660,-123.478,51.2407
RGI60-02.03661,-124.173,51.2437
RGI60-02.03662,-126.273,51.2406
RGI60-02.03663,-123.338,51.245
RGI60-02.03664,-124.397,51.2287
RGI60-02.03665,-126.717,51.2417
RGI60-02.03666,-126.727,51.2415
RGI60-02.03667,-126.719,51.2349
RGI60-02.03668,-124.275,51.2439
RGI60-02.03669,-124.284,51.2453
RGI60-02.03670,-124.365,51.2472
RGI60-02.03671,-123.352,51.2463
RGI60-02.03672,-126.071,51.2325
RGI60-02.03673,-126.086,51.2288
RGI60-02.03674,-126.079,51.2349
RGI60-02.03675,-126.071,51.2461
RGI60-02.03676,-124.17,51.2481
RGI60-02.03677,-124.306,51.2468
RGI60-02.03678,-126.76,51.2468
RGI60-02.03679,-124.73,51.2508
RGI60-02.03680,-124.724,51.2508
RGI60-02.03681,-125.764,51.2501
RGI60-02.03682,-125.773,51.2501
RGI60-02.03683,-125.765,51.2542
RGI60-02.03684,-117.45,51.2268
RGI60-02.03685,-117.412,51.2433
RGI60-02.03686,-117.418,51.2107
RGI60-02.03687,-117.489,51.2118
RGI60-02.03688,-117.434,51.237
RGI60-02.03689,-117.454,51.2094
RGI60-02.03690,-117.403,51.1904
RGI60-02.03691,-117.444,51.2238
RGI60-02.03692,-117.391,51.2081
RGI60-02.03693,-124.269,51.255
RGI60-02.03694,-117.958,51.2476
RGI60-02.03695,-124.744,51.2421
RGI60-02.03696,-124.777,51.2501
RGI60-02.03697,-124.695,51.2387
RGI60-02.03698,-124.723,51.2251
RGI60-02.03699,-124.697,51.2243
RGI60-02.03700,-124.715,51.2427
RGI60-02.03701,-124.704,51.2359
RGI60-02.03702,-124.34,51.2454
RGI60-02.03703,-124.423,51.2523
RGI60-02.03704,-126.745,51.2553
RGI60-02.03705,-118.582,51.2571
RGI60-02.03706,-116.472,51.2561
RGI60-02.03707,-117.437,51.2561
RGI60-02.03708,-118.514,51.2251
RGI60-02.03709,-118.513,51.2165
RGI60-02.03710,-118.536,51.2155
RGI60-02.03711,-118.55,51.2354
RGI60-02.03712,-118.523,51.2191
RGI60-02.03713,-117.413,51.257
RGI60-02.03714,-124.761,51.2581
RGI60-02.03715,-118.513,51.2593
RGI60-02.03716,-124.369,51.2587
RGI60-02.03717,-124.489,51.2594
RGI60-02.03718,-124.432,51.2591
RGI60-02.03719,-125.981,51.2591
RGI60-02.03720,-126.731,51.2549
RGI60-02.03721,-118.465,51.2607
RGI60-02.03722,-118.571,51.261
RGI60-02.03723,-125.075,51.2581
RGI60-02.03724,-117.755,51.2601
RGI60-02.03725,-124.417,51.2611
RGI60-02.03726,-124.772,51.2599
RGI60-02.03727,-123.89,51.2602
RGI60-02.03728,-123.875,51.2617
RGI60-02.03729,-123.499,51.2622
RGI60-02.03730,-117.927,51.2616
RGI60-02.03731,-123.83,51.2618
RGI60-02.03732,-124.783,51.2632
RGI60-02.03733,-124.157,51.2629
RGI60-02.03734,-118.483,51.2635
RGI60-02.03735,-118.495,51.2611
RGI60-02.03736,-125.556,51.2598
RGI60-02.03737,-117.762,51.2651
RGI60-02.03738,-116.148,51.261
RGI60-02.03739,-116.149,51.2663
RGI60-02.03740,-124.619,51.2661
RGI60-02.03741,-117.416,51.2659
RGI60-02.03742,-116.498,51.2531
RGI60-02.03743,-116.523,51.2643
RGI60-02.03744,-116.518,51.2585
RGI60-02.03745,-118.471,51.2646
RGI60-02.03746,-118.566,51.266
RGI60-02.03747,-126.752,51.2663
RGI60-02.03748,-124.164,51.2665
RGI60-02.03749,-125.538,51.2316
RGI60-02.03750,-125.531,51.2378
RGI60-02.03751,-125.538,51.2393
RGI60-02.03752,-125.544,51.2478
RGI60-02.03753,-125.533,51.2566
RGI60-02.03754,-125.523,51.241
RGI60-02.03755,-118.454,51.2688
RGI60-02.03756,-117.424,51.2693
RGI60-02.03757,-124.763,51.2709
RGI60-02.03758,-118.459,51.2706
RGI60-02.03759,-126.157,51.2642
RGI60-02.03760,-125.86,51.2732
RGI60-02.03761,-124.478,51.2747
RGI60-02.03762,-124.622,51.2752
RGI60-02.03763,-124.969,51.2735
RGI60-02.03764,-124.76,51.2753
RGI60-02.03765,-118.494,51.2758
RGI60-02.03766,-117.934,51.2711
RGI60-02.03767,-116.15,51.2735
RGI60-02.03768,-124.767,51.2754
RGI60-02.03769,-124.32,51.267
RGI60-02.03770,-124.17,51.2721
RGI60-02.03771,-125.478,51.2778
RGI60-02.03772,-118.45,51.2756
RGI60-02.03773,-124.97,51.2787
RGI60-02.03774,-118.396,51.2791
RGI60-02.03775,-124.469,51.28
RGI60-02.03776,-124.478,51.2796
RGI60-02.03777,-117.649,51.2795
RGI60-02.03778,-118.38,51.2772
RGI60-02.03779,-124.337,51.2796
RGI60-02.03780,-117.845,51.281
RGI60-02.03781,-117.215,51.2796
RGI60-02.03782,-124.967,51.2827
RGI60-02.03783,-118.418,51.2817
RGI60-02.03784,-124.99,51.28
RGI60-02.03785,-124.972,51.2827
RGI60-02.03786,-117.944,51.2854
RGI60-02.03787,-118.434,51.2816
RGI60-02.03788,-125.024,51.284
RGI60-02.03789,-124.636,51.2857
RGI60-02.03790,-118.551,51.2602
RGI60-02.03791,-118.555,51.2747
RGI60-02.03792,-118.529,51.2592
RGI60-02.03793,-118.53,51.2738
RGI60-02.03794,-125.033,51.2861
RGI60-02.03795,-116.162,51.2847
RGI60-02.03796,-124.269,51.2876
RGI60-02.03797,-126.008,51.287
RGI60-02.03798,-124.647,51.289
RGI60-02.03799,-124.478,51.2863
RGI60-02.03800,-124.466,51.2862
RGI60-02.03801,-124.363,51.2751
RGI60-02.03802,-124.35,51.2585
RGI60-02.03803,-124.28,51.2878
RGI60-02.03804,-124.258,51.2893
RGI60-02.03805,-117.628,51.2898
RGI60-02.03806,-126.805,51.2908
RGI60-02.03807,-116.212,51.2886
RGI60-02.03808,-116.15,51.2907
RGI60-02.03809,-125.426,51.291
RGI60-02.03810,-117.447,51.2824
RGI60-02.03811,-118.05,51.2895
RGI60-02.03812,-116.167,51.2918
RGI60-02.03813,-125.045,51.2912
RGI60-02.03814,-124.97,51.2941
RGI60-02.03815,-116.175,51.292
RGI60-02.03816,-125.586,51.2941
RGI60-02.03817,-117.615,51.2938
RGI60-02.03818,-117.472,51.2939
RGI60-02.03819,-124.564,51.2939
RGI60-02.03820,-125.059,51.2977
RGI60-02.03821,-126.133,51.2953
RGI60-02.03822,-118.734,51.2873
RGI60-02.03823,-118.721,51.2902
RGI60-02.03824,-118.727,51.2831
RGI60-02.03825,-118.734,51.2939
RGI60-02.03826,-118.722,51.2815
RGI60-02.03827,-118.4,51.2869
RGI60-02.03828,-118.424,51.2922
RGI60-02.03829,-118.411,51.2946
RGI60-02.03830,-126.552,51.2919
RGI60-02.03831,-116.196,51.2925
RGI60-02.03832,-118.039,51.2983
RGI60-02.03833,-117.854,51.2929
RGI60-02.03834,-124.581,51.2985
RGI60-02.03835,-124.549,51.2994
RGI60-02.03836,-124.228,51.2992
RGI60-02.03837,-124.994,51.2992
RGI60-02.03838,-116.234,51.2991
RGI60-02.03839,-125.594,51.2952
RGI60-02.03840,-125.589,51.2989
RGI60-02.03841,-125.593,51.3009
RGI60-02.03842,-124.372,51.2973
RGI60-02.03843,-124.392,51.2954
RGI60-02.03844,-124.236,51.3007
RGI60-02.03845,-117.876,51.2992
RGI60-02.03846,-126.328,51.3004
RGI60-02.03847,-118.598,51.3033
RGI60-02.03848,-117.596,51.3011
RGI60-02.03849,-117.843,51.3037
RGI60-02.03850,-116.176,51.3005
RGI60-02.03851,-126.003,51.3029
RGI60-02.03852,-124.388,51.3024
RGI60-02.03853,-124.211,51.3046
RGI60-02.03854,-126.51,51.3039
RGI60-02.03855,-116.233,51.3056
RGI60-02.03856,-124.68,51.3008
RGI60-02.03857,-117.885,51.305
RGI60-02.03858,-125.116,51.3006
RGI60-02.03859,-125.05,51.3063
RGI60-02.03860,-125.883,51.3025
RGI60-02.03861,-125.043,51.3076
RGI60-02.03862,-124.355,51.3063
RGI60-02.03863,-117.864,51.3068
RGI60-02.03864,-117.945,51.3065
RGI60-02.03865,-116.242,51.3086
RGI60-02.03866,-125.04,51.3004
RGI60-02.03867,-124.978,51.2837
RGI60-02.03868,-125.005,51.2925
RGI60-02.03869,-126.529,51.3069
RGI60-02.03870,-125.874,51.3052
RGI60-02.03871,-125.877,51.3082
RGI60-02.03872,-124.279,51.3093
RGI60-02.03873,-117.968,51.3095
RGI60-02.03874,-124.54,51.3064
RGI60-02.03875,-117.899,51.3099
RGI60-02.03876,-126.961,51.3123
RGI60-02.03877,-124.655,51.3133
RGI60-02.03878,-124.569,51.3057
RGI60-02.03879,-125.84,51.2834
RGI60-02.03880,-125.868,51.2871
RGI60-02.03881,-125.886,51.2799
RGI60-02.03882,-125.903,51.2928
RGI60-02.03883,-125.086,51.3028
RGI60-02.03884,-126.114,51.3112
RGI60-02.03885,-126.12,51.3044
RGI60-02.03886,-124.296,51.3136
RGI60-02.03887,-126.755,51.3032
RGI60-02.03888,-126.771,51.3112
RGI60-02.03889,-126.793,51.3028
RGI60-02.03890,-117.573,51.3143
RGI60-02.03891,-124.545,51.3133
RGI60-02.03892,-117.728,51.3144
RGI60-02.03893,-124.556,51.3159
RGI60-02.03894,-117.566,51.3161
RGI60-02.03895,-124.37,51.3107
RGI60-02.03896,-126.287,51.2843
RGI60-02.03897,-126.347,51.2451
RGI60-02.03898,-126.337,51.2919
RGI60-02.03899,-126.286,51.3059
RGI60-02.03900,-126.342,51.2983
RGI60-02.03901,-126.369,51.2744
RGI60-02.03902,-126.311,51.2764
RGI60-02.03903,-126.313,51.2947
RGI60-02.03904,-126.359,51.2546
RGI60-02.03905,-126.353,51.2847
RGI60-02.03906,-126.3,51.2707
RGI60-02.03907,-126.3,51.3108
RGI60-02.03908,-126.313,51.3088
RGI60-02.03909,-126.329,51.2445
RGI60-02.03910,-126.336,51.2406
RGI60-02.03911,-126.289,51.3127
RGI60-02.03912,-126.286,51.3025
RGI60-02.03913,-124.53,51.3165
RGI60-02.03914,-124.384,51.3184
RGI60-02.03915,-117.979,51.3021
RGI60-02.03916,-117.95,51.2517
RGI60-02.03917,-118.013,51.2953
RGI60-02.03918,-117.921,51.2948
RGI60-02.03919,-117.937,51.2476
RGI60-02.03920,-117.957,51.2778
RGI60-02.03921,-117.932,51.2848
RGI60-02.03922,-117.925,51.3023
RGI60-02.03923,-117.958,51.3031
RGI60-02.03924,-118.472,51.3166
RGI60-02.03925,-118.491,51.313
RGI60-02.03926,-117.975,51.3183
RGI60-02.03927,-116.42,51.3195
RGI60-02.03928,-118.052,51.3225
RGI60-02.03929,-124.538,51.3211
RGI60-02.03930,-124.401,51.3203
RGI60-02.03931,-124.293,51.3243
RGI60-02.03932,-126.656,51.3117
RGI60-02.03933,-126.653,51.3194
RGI60-02.03934,-118.611,51.3261
RGI60-02.03935,-116.316,51.3256
RGI60-02.03936,-117.762,51.3261
RGI60-02.03937,-125.489,51.3266
RGI60-02.03938,-116.302,51.3269
RGI60-02.03939,-124.626,51.3276
RGI60-02.03940,-118.558,51.2966
RGI60-02.03941,-118.628,51.3085
RGI60-02.03942,-118.528,51.2991
RGI60-02.03943,-118.53,51.3135
RGI60-02.03944,-118.615,51.3166
RGI60-02.03945,-118.575,51.3036
RGI60-02.03946,-118.607,51.3068
RGI60-02.03947,-124.708,51.3239
RGI60-02.03948,-124.556,51.327
RGI60-02.03949,-124.551,51.3273
RGI60-02.03950,-124.637,51.3265
RGI60-02.03951,-125.529,51.3249
RGI60-02.03952,-124.54,51.3296
RGI60-02.03953,-118.062,51.3293
RGI60-02.03954,-117.551,51.3305
RGI60-02.03955,-124.716,51.3311
RGI60-02.03956,-118.114,51.3326
RGI60-02.03957,-124.661,51.3322
RGI60-02.03958,-116.306,51.3321
RGI60-02.03959,-118.123,51.3326
RGI60-02.03960,-124.528,51.3305
RGI60-02.03961,-118.545,51.3316
RGI60-02.03962,-124.649,51.3008
RGI60-02.03963,-124.677,51.3187
RGI60-02.03964,-124.559,51.2529
RGI60-02.03965,-124.591,51.2618
RGI60-02.03966,-124.588,51.2463
RGI60-02.03967,-125.915,51.3322
RGI60-02.03968,-126.407,51.3349
RGI60-02.03969,-118.119,51.336
RGI60-02.03970,-124.531,51.3371
RGI60-02.03971,-118.108,51.3348
RGI60-02.03972,-117.545,51.3375
RGI60-02.03973,-124.516,51.3383
RGI60-02.03974,-117.769,51.3365
RGI60-02.03975,-117.915,51.3318
RGI60-02.03976,-117.887,51.3239
RGI60-02.03977,-117.877,51.3334
RGI60-02.03978,-117.886,51.3131
RGI60-02.03979,-117.903,51.3159
RGI60-02.03980,-117.56,51.337
RGI60-02.03981,-124.296,51.3324
RGI60-02.03982,-118.115,51.34
RGI60-02.03983,-126.572,51.3414
RGI60-02.03984,-126.789,51.3362
RGI60-02.03985,-118.122,51.3409
RGI60-02.03986,-124.696,51.3406
RGI60-02.03987,-116.275,51.3379
RGI60-02.03988,-117.667,51.3415
RGI60-02.03989,-126.383,51.337
RGI60-02.03990,-126.403,51.3392
RGI60-02.03991,-118.068,51.3384
RGI60-02.03992,-124.276,51.3359
RGI60-02.03993,-124.619,51.3422
RGI60-02.03994,-124.253,51.3384
RGI60-02.03995,-124.642,51.3363
RGI60-02.03996,-124.627,51.3326
RGI60-02.03997,-126.498,51.3196
RGI60-02.03998,-126.495,51.3422
RGI60-02.03999,-126.509,51.3216
RGI60-02.04000,-126.496,51.3065
RGI60-02.04001,-126.487,51.3256
RGI60-02.04002,-126.488,51.3401
RGI60-02.04003,-124.731,51.3429
RGI60-02.04004,-118.115,51.3448
RGI60-02.04005,-124.511,51.3447
RGI60-02.04006,-124.522,51.3377
RGI60-02.04007,-126.867,51.3339
RGI60-02.04008,-126.854,51.325
RGI60-02.04009,-126.832,51.3394
RGI60-02.04010,-126.827,51.3114
RGI60-02.04011,-126.802,51.3433
RGI60-02.04012,-126.817,51.3356
RGI60-02.04013,-126.801,51.3399
RGI60-02.04014,-126.811,51.3185
RGI60-02.04015,-126.838,51.3277
RGI60-02.04016,-126.86,51.3362
RGI60-02.04017,-118.527,51.3439
RGI60-02.04018,-118.125,51.3464
RGI60-02.04019,-118.09,51.3358
RGI60-02.04020,-124.623,51.3467
RGI60-02.04021,-124.499,51.3473
RGI60-02.04022,-118.118,51.3482
RGI60-02.04023,-124.544,51.3474
RGI60-02.04024,-124.723,51.3481
RGI60-02.04025,-126.359,51.3356
RGI60-02.04026,-126.354,51.3291
RGI60-02.04027,-126.382,51.3214
RGI60-02.04028,-126.34,51.3443
RGI60-02.04029,-126.352,51.3205
RGI60-02.04030,-126.358,51.3247
RGI60-02.04031,-126.364,51.3214
RGI60-02.04032,-124.636,51.3504
RGI60-02.04033,-117.781,51.3452
RGI60-02.04034,-116.288,51.3498
RGI60-02.04035,-124.716,51.3462
RGI60-02.04036,-124.703,51.3473
RGI60-02.04037,-117.757,51.3461
RGI60-02.04038,-117.765,51.3446
RGI60-02.04039,-126.726,51.3482
RGI60-02.04040,-126.723,51.348
RGI60-02.04041,-124.419,51.3452
RGI60-02.04042,-124.401,51.3376
RGI60-02.04043,-117.506,51.3438
RGI60-02.04044,-117.523,51.3487
RGI60-02.04045,-116.283,51.3543
RGI60-02.04046,-116.202,51.3533
RGI60-02.04047,-124.618,51.3519
RGI60-02.04048,-126.205,51.3535
RGI60-02.04049,-125.082,51.3545
RGI60-02.04050,-117.958,51.3505
RGI60-02.04051,-117.944,51.3524
RGI60-02.04052,-117.938,51.3444
RGI60-02.04053,-118.08,51.3488
RGI60-02.04054,-117.942,51.3562
RGI60-02.04055,-117.797,51.3567
RGI60-02.04056,-117.5,51.3572
RGI60-02.04057,-125.52,51.3591
RGI60-02.04058,-126.344,51.3552
RGI60-02.04059,-118.132,51.3575
RGI60-02.04060,-117.549,51.3584
RGI60-02.04061,-125.025,51.3591
RGI60-02.04062,-123.791,51.3587
RGI60-02.04063,-117.81,51.3602
RGI60-02.04064,-125.503,51.36
RGI60-02.04065,-125.492,51.3591
RGI60-02.04066,-116.27,51.3578
RGI60-02.04067,-124.713,51.3574
RGI60-02.04068,-124.734,51.3585
RGI60-02.04069,-124.604,51.3602
RGI60-02.04070,-125.481,51.3614
RGI60-02.04071,-125.009,51.3621
RGI60-02.04072,-125.52,51.3634
RGI60-02.04073,-124.687,51.3629
RGI60-02.04074,-125.029,51.3636
RGI60-02.04075,-117.517,51.3623
RGI60-02.04076,-124.507,51.3662
RGI60-02.04077,-123.813,51.3671
RGI60-02.04078,-126.715,51.3647
RGI60-02.04079,-126.736,51.3645
RGI60-02.04080,-126.721,51.3614
RGI60-02.04081,-126.57,51.3495
RGI60-02.04082,-126.594,51.343
RGI60-02.04083,-126.602,51.3374
RGI60-02.04084,-126.32,51.363
RGI60-02.04085,-126.309,51.3633
RGI60-02.04086,-117.535,51.366
RGI60-02.04087,-125.014,51.3536
RGI60-02.04088,-125.019,51.364
RGI60-02.04089,-125.011,51.3675
RGI60-02.04090,-125.03,51.3531
RGI60-02.04091,-118.141,51.368
RGI60-02.04092,-116.275,51.3672
RGI60-02.04093,-117.947,51.367
RGI60-02.04094,-117.95,51.3694
RGI60-02.04095,-125.599,51.3685
RGI60-02.04096,-125.591,51.3695
RGI60-02.04097,-124.834,51.3678
RGI60-02.04098,-123.959,51.3693
RGI60-02.04099,-125.895,51.3705
RGI60-02.04100,-125.884,51.3682
RGI60-02.04101,-118.118,51.3665
RGI60-02.04102,-118.127,51.3646
RGI60-02.04103,-118.093,51.3591
RGI60-02.04104,-117.534,51.3582
RGI60-02.04105,-117.544,51.362
RGI60-02.04106,-125.002,51.3688
RGI60-02.04107,-123.848,51.3701
RGI60-02.04108,-125.156,51.3679
RGI60-02.04109,-124.601,51.3681
RGI60-02.04110,-124.619,51.3669
RGI60-02.04111,-118.132,51.3675
RGI60-02.04112,-116.31,51.373
RGI60-02.04113,-123.875,51.3725
RGI60-02.04114,-125.544,51.3746
RGI60-02.04115,-125.592,51.3743
RGI60-02.04116,-117.964,51.3738
RGI60-02.04117,-127.014,51.3765
RGI60-02.04118,-123.857,51.3759
RGI60-02.04119,-123.928,51.3761
RGI60-02.04120,-123.904,51.3749
RGI60-02.04121,-126.886,51.3774
RGI60-02.04122,-124.846,51.3714
RGI60-02.04123,-116.267,51.373
RGI60-02.04124,-125.48,51.3785
RGI60-02.04125,-125.554,51.3753
RGI60-02.04126,-125.535,51.3781
RGI60-02.04127,-125.488,51.3706
RGI60-02.04128,-125.574,51.3757
RGI60-02.04129,-117.527,51.3823
RGI60-02.04130,-125.518,51.3733
RGI60-02.04131,-125.505,51.3653
RGI60-02.04132,-125.532,51.368
RGI60-02.04133,-117.92,51.3765
RGI60-02.04134,-125.545,51.3833
RGI60-02.04135,-127.017,51.3835
RGI60-02.04136,-116.243,51.384
RGI60-02.04137,-125.744,51.3825
RGI60-02.04138,-126.706,51.3797
RGI60-02.04139,-126.721,51.376
RGI60-02.04140,-126.712,51.3846
RGI60-02.04141,-118.59,51.3862
RGI60-02.04142,-124.843,51.3836
RGI60-02.04143,-126.583,51.3879
RGI60-02.04144,-125.195,51.3817
RGI60-02.04145,-124.819,51.3776
RGI60-02.04146,-117.976,51.3793
RGI60-02.04147,-117.977,51.3739
RGI60-02.04148,-117.967,51.3855
RGI60-02.04149,-125.572,51.39
RGI60-02.04150,-117.828,51.3897
RGI60-02.04151,-116.3,51.3703
RGI60-02.04152,-118.574,51.3902
RGI60-02.04153,-123.865,51.3895
RGI60-02.04154,-117.825,51.3933
RGI60-02.04155,-126.842,51.3877
RGI60-02.04156,-126.834,51.3918
RGI60-02.04157,-116.313,51.39
RGI60-02.04158,-115.982,51.3955
RGI60-02.04159,-116.302,51.3956
RGI60-02.04160,-126.849,51.3926
RGI60-02.04161,-115.967,51.3961
RGI60-02.04162,-115.975,51.3968
RGI60-02.04163,-116.291,51.4015
RGI60-02.04164,-117.955,51.3991
RGI60-02.04165,-116.432,51.4024
RGI60-02.04166,-116.294,51.4049
RGI60-02.04167,-126.258,51.4049
RGI60-02.04168,-125.482,51.4065
RGI60-02.04169,-116.386,51.4057
RGI60-02.04170,-116.385,51.3989
RGI60-02.04171,-125.733,51.4012
RGI60-02.04172,-125.747,51.3963
RGI60-02.04173,-126.627,51.4078
RGI60-02.04174,-125.466,51.4033
RGI60-02.04175,-126.754,51.4083
RGI60-02.04176,-126.598,51.3756
RGI60-02.04177,-126.564,51.3782
RGI60-02.04178,-126.567,51.3919
RGI60-02.04179,-126.55,51.3967
RGI60-02.04180,-126.573,51.3988
RGI60-02.04181,-125.446,51.4051
RGI60-02.04182,-116.293,51.4092
RGI60-02.04183,-116.28,51.4098
RGI60-02.04184,-125.487,51.4111
RGI60-02.04185,-117.864,51.4123
RGI60-02.04186,-118.039,51.4106
RGI60-02.04187,-124.798,51.4072
RGI60-02.04188,-126.649,51.4133
RGI60-02.04189,-126.656,51.412
RGI60-02.04190,-118.028,51.413
RGI60-02.04191,-124.774,51.4123
RGI60-02.04192,-118.021,51.4148
RGI60-02.04193,-124.812,51.4111
RGI60-02.04194,-126.643,51.4162
RGI60-02.04195,-117.715,51.4159
RGI60-02.04196,-117.868,51.4168
RGI60-02.04197,-125.492,51.4154
RGI60-02.04198,-125.757,51.4157
RGI60-02.04199,-125.751,51.4139
RGI60-02.04200,-126.263,51.4167
RGI60-02.04201,-126.415,51.4166
RGI60-02.04202,-124.787,51.4202
RGI60-02.04203,-124.782,51.4187
RGI60-02.04204,-117.695,51.4188
RGI60-02.04205,-117.952,51.4164
RGI60-02.04206,-117.956,51.4193
RGI60-02.04207,-117.955,51.4091
RGI60-02.04208,-126.57,51.412
RGI60-02.04209,-126.557,51.4193
RGI60-02.04210,-117.876,51.4185
RGI60-02.04211,-118.01,51.4082
RGI60-02.04212,-117.979,51.4051
RGI60-02.04213,-117.99,51.4184
RGI60-02.04214,-118,51.418
RGI60-02.04215,-118.01,51.4125
RGI60-02.04216,-126.63,51.4214
RGI60-02.04217,-126.635,51.4199
RGI60-02.04218,-126.403,51.4205
RGI60-02.04219,-118.011,51.4184
RGI60-02.04220,-118.051,51.4234
RGI60-02.04221,-117.955,51.4241
RGI60-02.04222,-125.333,51.4195
RGI60-02.04223,-124.788,51.424
RGI60-02.04224,-126.621,51.4189
RGI60-02.04225,-126.631,51.4145
RGI60-02.04226,-125.124,51.4242
RGI60-02.04227,-124.8630981,51.42521668
RGI60-02.04228,-117.68,51.425
RGI60-02.04229,-125.236,51.4258
RGI60-02.04230,-117.967,51.4222
RGI60-02.04231,-118.048,51.4259
RGI60-02.04232,-125.502,51.4122
RGI60-02.04233,-125.508,51.418
RGI60-02.04234,-125.515,51.4242
RGI60-02.04235,-117.885,51.4235
RGI60-02.04236,-117.888,51.4263
RGI60-02.04237,-125.057,51.4291
RGI60-02.04238,-117.901,51.4286
RGI60-02.04239,-126.785,51.4105
RGI60-02.04240,-126.791,51.4168
RGI60-02.04241,-126.78,51.4194
RGI60-02.04242,-126.803,51.4256
RGI60-02.04243,-124.629,51.4283
RGI60-02.04244,-125.526,51.4299
RGI60-02.04245,-125.324,51.4316
RGI60-02.04246,-125.445,51.4328
RGI60-02.04247,-124.902,51.4333
RGI60-02.04248,-125.233,51.4304
RGI60-02.04249,-124.842,51.3979
RGI60-02.04250,-124.811,51.3946
RGI60-02.04251,-124.848,51.4098
RGI60-02.04252,-124.884,51.428
RGI60-02.04253,-117.681,51.4325
RGI60-02.04254,-125.513,51.4339
RGI60-02.04255,-116.7928925,51.43210602
RGI60-02.04256,-124.618,51.4334
RGI60-02.04257,-125.351,51.417
RGI60-02.04258,-117.743,51.435
RGI60-02.04259,-118.04,51.4335
RGI60-02.04260,-118.049,51.432
RGI60-02.04261,-126.715,51.432
RGI60-02.04262,-117.91,51.4364
RGI60-02.04263,-115.878,51.4348
RGI60-02.04264,-117.71,51.4292
RGI60-02.04265,-125.35,51.437
RGI60-02.04266,-124.954,51.4391
RGI60-02.04267,-125.495,51.4376
RGI60-02.04268,-125.442,51.4374
RGI60-02.04269,-124.936,51.4395
RGI60-02.04270,-118.048,51.437
RGI60-02.04271,-118.045,51.4382
RGI60-02.04272,-125.17,51.4356
RGI60-02.04273,-125.175,51.4394
RGI60-02.04274,-125.432,51.4402
RGI60-02.04275,-124.922,51.4394
RGI60-02.04276,-125.065,51.4404
RGI60-02.04277,-117.755,51.4399
RGI60-02.04278,-118.041,51.4415
RGI60-02.04279,-118.034,51.4415
RGI60-02.04280,-124.623,51.4408
RGI60-02.04281,-126.8,51.4418
RGI60-02.04282,-117.924,51.4416
RGI60-02.04283,-124.971,51.444
RGI60-02.04284,-124.943,51.4437
RGI60-02.04285,-126.375,51.4436
RGI60-02.04286,-125.492,51.4442
RGI60-02.04287,-117.772,51.4431
RGI60-02.04288,-117.794,51.445
RGI60-02.04289,-115.886,51.442
RGI60-02.04290,-117.767,51.446
RGI60-02.04291,-117.785,51.4435
RGI60-02.04292,-124.957,51.4441
RGI60-02.04293,-125.768,51.4435
RGI60-02.04294,-125.778,51.4435
RGI60-02.04295,-125.486,51.4458
RGI60-02.04296,-115.909,51.4357
RGI60-02.04297,-124.618,51.4475
RGI60-02.04298,-117.761,51.4488
RGI60-02.04299,-126.823,51.4468
RGI60-02.04300,-126.792,51.4471
RGI60-02.04301,-115.941,51.4491
RGI60-02.04302,-125.17,51.4497
RGI60-02.04303,-125.166,51.4465
RGI60-02.04304,-124.674,51.4445
RGI60-02.04305,-125.461,51.4263
RGI60-02.04306,-125.501,51.4319
RGI60-02.04307,-117.779,51.4497
RGI60-02.04308,-117.751,51.4518
RGI60-02.04309,-124.691,51.4513
RGI60-02.04310,-126.878,51.4537
RGI60-02.04311,-126.871,51.4503
RGI60-02.04312,-125.305,51.4549
RGI60-02.04313,-117.771,51.4526
RGI60-02.04314,-126.381,51.4536
RGI60-02.04315,-117.808,51.4526
RGI60-02.04316,-124.82,51.4563
RGI60-02.04317,-125.171,51.4559
RGI60-02.04318,-115.945,51.4553
RGI60-02.04319,-125.267,51.4567
RGI60-02.04320,-124.64,51.4568
RGI60-02.04321,-118.093,51.4583
RGI60-02.04322,-124.633,51.4571
RGI60-02.04323,-118.08,51.4596
RGI60-02.04324,-126.772,51.4548
RGI60-02.04325,-117.947,51.4602
RGI60-02.04326,-125.377,51.4604
RGI60-02.04327,-125.26,51.4592
RGI60-02.04328,-125.524,51.455
RGI60-02.04329,-126.993,51.4586
RGI60-02.04330,-125.347,51.4484
RGI60-02.04331,-125.355,51.4568
RGI60-02.04332,-118.632,51.4638
RGI60-02.04333,-118.652,51.4641
RGI60-02.04334,-125.243,51.4633
RGI60-02.04335,-124.659,51.4646
RGI60-02.04336,-124.808,51.4638
RGI60-02.04337,-126.822,51.4642
RGI60-02.04338,-125.571,51.464
RGI60-02.04339,-118.106,51.4653
RGI60-02.04340,-117.888,51.4635
RGI60-02.04341,-125.337,51.4606
RGI60-02.04342,-125.318,51.4391
RGI60-02.04343,-125.306,51.4487
RGI60-02.04344,-124.673,51.4591
RGI60-02.04345,-124.649,51.4521
RGI60-02.04346,-125.253,51.4643
RGI60-02.04347,-117.814,51.4597
